MTFCC,OID,GEOID,STATE,COUNTY,TRACT,BLKGRP,BLOCK,BASENAME,NAME,LSADC,FUNCSTAT,POP100,HU100,AREALAND,AREAWATER,UR,CENTLAT,CENTLON,INTPTLAT,INTPTLON
G5040,2.10404E+14,110010064002010,11,1,6400,2,2010,2010,Block 2010,BK,S,,,19544,,U,38.8713888,-77.0098631,38.8713888,-77.0098631
G5040,2.10404E+14,110010064002011,11,1,6400,2,2011,2011,Block 2011,BK,S,,,4528,,U,38.8696783,-77.0111799,38.8696783,-77.0111799
G5040,2.10404E+14,110010064002012,11,1,6400,2,2012,2012,Block 2012,BK,S,,,14316,,U,38.8699483,-77.0097886,38.8699483,-77.0097886
G5040,2.10404E+14,110010064002013,11,1,6400,2,2013,2013,Block 2013,BK,S,,,77132,,U,38.8667133,-77.0101869,38.8667133,-77.0101869
G5040,2.10404E+14,110010064002014,11,1,6400,2,2014,2014,Block 2014,BK,S,,,37522,,U,38.8659649,-77.0114457,38.8659649,-77.0114457
G5040,2.10404E+14,110010064002015,11,1,6400,2,2015,2015,Block 2015,BK,S,,,3278,,U,38.8668877,-77.0105041,38.8668877,-77.0105041
G5040,2.10404E+14,110010064002016,11,1,6400,2,2016,2016,Block 2016,BK,S,,,7413,,U,38.867713,-77.0095106,38.867713,-77.0095106
G5040,2.10404E+14,110010064002017,11,1,6400,2,2017,2017,Block 2017,BK,S,,,38175,,U,38.8659513,-77.0129261,38.8659513,-77.0129261
G5040,2.10404E+14,110010064002018,11,1,6400,2,2018,2018,Block 2018,BK,S,,,608,,U,38.8708984,-77.0090263,38.8708984,-77.0090263
G5040,2.10404E+14,110010064002019,11,1,6400,2,2019,2019,Block 2019,BK,S,,,,95506,U,38.8635389,-77.0112311,38.8635389,-77.0112311
G5040,2.10404E+14,110010064002020,11,1,6400,2,2020,2020,Block 2020,BK,S,,,,94010,U,38.8669271,-77.0076672,38.8669271,-77.0076672
G5040,2.10404E+14,110010064002021,11,1,6400,2,2021,2021,Block 2021,BK,S,,,15627,,U,38.8689055,-77.0100159,38.8689055,-77.0100159
G5040,2.10404E+14,110010064002022,11,1,6400,2,2022,2022,Block 2022,BK,S,,,3638,,U,38.8686548,-77.0092673,38.8686548,-77.0092673
G5040,2.10404E+14,110010064002023,11,1,6400,2,2023,2023,Block 2023,BK,S,,,17667,,U,38.8688572,-77.0114342,38.8688572,-77.0114342
G5040,2.10404E+14,110010064002024,11,1,6400,2,2024,2024,Block 2024,BK,S,,,17890,,U,38.8688597,-77.0129209,38.8688597,-77.0129209
G5040,2.10404E+14,110010064002025,11,1,6400,2,2025,2025,Block 2025,BK,S,,,13820,,U,38.867757,-77.0129226,38.867757,-77.0129226
G5040,2.10404E+14,110010064002026,11,1,6400,2,2026,2026,Block 2026,BK,S,,,13707,,U,38.8677613,-77.0114341,38.8677613,-77.0114341
G5040,2.10404E+14,110010064002027,11,1,6400,2,2027,2027,Block 2027,BK,S,,,7308,,U,38.8678084,-77.0102865,38.8678084,-77.0102865
G5040,2.10404E+14,110010064002028,11,1,6400,2,2028,2028,Block 2028,BK,S,,,11368,,U,38.8642413,-77.0143751,38.8642413,-77.0143751
G5040,2.10404E+14,110010064002029,11,1,6400,2,2029,2029,Block 2029,BK,S,,,10635,,U,38.8649629,-77.0144843,38.8649629,-77.0144843
G5040,2.10404E+14,110010064002030,11,1,6400,2,2030,2030,Block 2030,BK,S,,,42755,,U,38.8666872,-77.0144398,38.8666872,-77.0144398
G5040,2.10404E+14,110010064002031,11,1,6400,2,2031,2031,Block 2031,BK,S,,,,56965,U,38.8621245,-77.014629,38.8621245,-77.014629
G5040,2.10404E+14,110010064002032,11,1,6400,2,2032,2032,Block 2032,BK,S,,,9143,,U,38.869117,-77.0150378,38.869117,-77.0150378
G5040,2.10404E+14,110010064002033,11,1,6400,2,2033,2033,Block 2033,BK,S,,,5005,,U,38.8705265,-77.0101261,38.8705265,-77.0101261
G5040,2.10404E+14,110010065001000,11,1,6500,1,1000,1000,Block 1000,BK,S,62,37,21651,,U,38.8847989,-76.9974881,38.8847989,-76.9974881
G5040,2.10404E+14,110010065001001,11,1,6500,1,1001,1001,Block 1001,BK,S,149,92,13207,,U,38.8849171,-76.9989772,38.8849171,-76.9989772
G5040,2.10404E+14,110010065001002,11,1,6500,1,1002,1002,Block 1002,BK,S,,,6572,,U,38.8857404,-76.9994506,38.8857404,-76.9994506
G5040,2.10404E+14,110010065001003,11,1,6500,1,1003,1003,Block 1003,BK,S,,,5772,,U,38.8860995,-77.0001717,38.8860995,-77.0001717
G5040,2.10404E+14,110010065001004,11,1,6500,1,1004,1004,Block 1004,BK,S,46,34,12121,,U,38.8864809,-77.0013948,38.8864809,-77.0013948
G5040,2.10404E+14,110010065001005,11,1,6500,1,1005,1005,Block 1005,BK,S,59,42,20119,,U,38.8867528,-77.002815,38.8867528,-77.002815
G5040,2.10404E+14,110010065001006,11,1,6500,1,1006,1006,Block 1006,BK,S,171,133,13841,,U,38.8855516,-77.0027791,38.8855516,-77.0027791
G5040,2.10404E+14,110010065001007,11,1,6500,1,1007,1007,Block 1007,BK,S,121,75,10142,,U,38.8856544,-77.0014058,38.8856544,-77.0014058
G5040,2.10404E+14,110010065001008,11,1,6500,1,1008,1008,Block 1008,BK,S,70,25,14707,,U,38.8848068,-77.0012409,38.8848068,-77.0012409
G5040,2.10404E+14,110010065001009,11,1,6500,1,1009,1009,Block 1009,BK,S,73,37,13045,,U,38.8849055,-77.0000457,38.8849055,-77.0000457
G5040,2.10404E+14,110010065001010,11,1,6500,1,1010,1010,Block 1010,BK,S,51,31,10997,,U,38.8855339,-77.0041045,38.8855339,-77.0041045
G5040,2.10404E+14,110010065001011,11,1,6500,1,1011,1011,Block 1011,BK,S,182,112,8629,,U,38.8856465,-77.0053617,38.8856465,-77.0053617
G5040,2.10404E+14,110010065001012,11,1,6500,1,1012,1012,Block 1012,BK,S,13,13,2680,,U,38.8853101,-77.0050481,38.8853101,-77.0050481
G5040,2.10404E+14,110010065002000,11,1,6500,2,2000,2000,Block 2000,BK,S,74,44,15807,,U,38.8838906,-76.9974668,38.8838906,-76.9974668
G5040,2.10404E+14,110010065002001,11,1,6500,2,2001,2001,Block 2001,BK,S,85,45,10778,,U,38.8837425,-76.9989835,38.8837425,-76.9989835
G5040,2.10404E+14,110010065002002,11,1,6500,2,2002,2002,Block 2002,BK,S,120,64,10844,,U,38.8837402,-77.0000444,38.8837402,-77.0000444
G5040,2.10404E+14,110010065002003,11,1,6500,2,2003,2003,Block 2003,BK,S,86,58,14671,,U,38.8837522,-77.0013086,38.8837522,-77.0013086
G5040,2.10404E+14,110010065002004,11,1,6500,2,2004,2004,Block 2004,BK,S,,,14754,,U,38.8837542,-77.0027787,38.8837542,-77.0027787
G5040,2.10404E+14,110010065002005,11,1,6500,2,2005,2005,Block 2005,BK,S,,,11240,,U,38.8846692,-77.0027782,38.8846692,-77.0027782
G5040,2.10404E+14,110010065002006,11,1,6500,2,2006,2006,Block 2006,BK,S,213,135,26115,,U,38.8844644,-77.0048555,38.8844644,-77.0048555
G5040,2.10404E+14,110010065002007,11,1,6500,2,2007,2007,Block 2007,BK,S,123,80,17328,,U,38.8842972,-77.0064408,38.8842972,-77.0064408
G5040,2.10404E+14,110010065002008,11,1,6500,2,2008,2008,Block 2008,BK,S,2,2,10247,,U,38.8843529,-77.007934,38.8843529,-77.007934
G5040,2.10404E+14,110010065002009,11,1,6500,2,2009,2009,Block 2009,BK,S,42,31,9110,,U,38.8847192,-77.008455,38.8847192,-77.008455
G5040,2.10404E+14,110010065002010,11,1,6500,2,2010,2010,Block 2010,BK,S,33,21,15855,,U,38.8836941,-77.0076238,38.8836941,-77.0076238
G5040,2.10404E+14,110010065002011,11,1,6500,2,2011,2011,Block 2011,BK,S,,,952,,U,38.8833164,-77.0061559,38.8833164,-77.0061559
G5040,2.10404E+14,110010065002012,11,1,6500,2,2012,2012,Block 2012,BK,S,142,98,15714,,U,38.8836248,-77.0044513,38.8836248,-77.0044513
G5040,2.10404E+14,110010065002013,11,1,6500,2,2013,2013,Block 2013,BK,S,174,111,14405,,U,38.8829182,-77.0047023,38.8829182,-77.0047023
G5040,2.10404E+14,110010065002014,11,1,6500,2,2014,2014,Block 2014,BK,S,155,73,16130,,U,38.8826664,-77.0028161,38.8826664,-77.0028161
G5040,2.10404E+14,110010065002015,11,1,6500,2,2015,2015,Block 2015,BK,S,117,51,10299,,U,38.8828562,-77.0013722,38.8828562,-77.0013722
G5040,2.10404E+14,110010065002016,11,1,6500,2,2016,2016,Block 2016,BK,S,,,4810,,U,38.8830418,-76.9999242,38.8830418,-76.9999242
G5040,2.10404E+14,110010065002017,11,1,6500,2,2017,2017,Block 2017,BK,S,,,5167,,U,38.882904,-76.9991233,38.882904,-76.9991233
G5040,2.10404E+14,110010065002018,11,1,6500,2,2018,2018,Block 2018,BK,S,168,99,14615,,U,38.882282,-77.0046973,38.882282,-77.0046973
G5040,2.10404E+14,110010065002019,11,1,6500,2,2019,2019,Block 2019,BK,S,,,40928,,U,38.881544,-77.003858,38.881544,-77.003858
G5040,2.10404E+14,110010065002020,11,1,6500,2,2020,2020,Block 2020,BK,S,,,2969,,U,38.8811377,-77.0053744,38.8811377,-77.0053744
G5040,2.10404E+14,110010065002021,11,1,6500,2,2021,2021,Block 2021,BK,S,,,909,,U,38.8808816,-77.0038653,38.8808816,-77.0038653
G5040,2.10404E+14,110010065002022,11,1,6500,2,2022,2022,Block 2022,BK,S,,,3615,,U,38.8829385,-77.0061884,38.8829385,-77.0061884
G5040,2.10404E+14,110010065002023,11,1,6500,2,2023,2023,Block 2023,BK,S,,,35381,,U,38.8825068,-77.0075305,38.8825068,-77.0075305
G5040,2.10404E+14,110010065002024,11,1,6500,2,2024,2024,Block 2024,BK,S,,,2781,,U,38.8834216,-77.0087695,38.8834216,-77.0087695
G5040,2.10404E+14,110010065002025,11,1,6500,2,2025,2025,Block 2025,BK,S,,,6358,,U,38.8817889,-77.0075989,38.8817889,-77.0075989
G5040,2.10404E+14,110010065002026,11,1,6500,2,2026,2026,Block 2026,BK,S,,,12093,,U,38.8814805,-77.0075629,38.8814805,-77.0075629
G5040,2.10404E+14,110010065002027,11,1,6500,2,2027,2027,Block 2027,BK,S,,,5072,,U,38.8811826,-77.0074306,38.8811826,-77.0074306
G5040,2.10404E+14,110010065002028,11,1,6500,2,2028,2028,Block 2028,BK,S,,,2477,,U,38.8809004,-77.0049402,38.8809004,-77.0049402
G5040,2.10404E+14,110010066001000,11,1,6600,1,1000,1000,Block 1000,BK,S,134,68,13162,,U,38.8892407,-76.9955684,38.8892407,-76.9955684
G5040,2.10404E+14,110010066001001,11,1,6600,1,1001,1001,Block 1001,BK,S,206,131,24755,,U,38.8892414,-76.9973121,38.8892414,-76.9973121
G5040,2.10404E+14,110010066001002,11,1,6600,1,1002,1002,Block 1002,BK,S,83,38,11601,,U,38.8892439,-76.9989811,38.8892439,-76.9989811
G5040,2.10404E+14,110010066001003,11,1,6600,1,1003,1003,Block 1003,BK,S,117,56,11541,,U,38.8892438,-77.0000441,38.8892438,-77.0000441
G5040,2.10404E+14,110010066001004,11,1,6600,1,1004,1004,Block 1004,BK,S,103,75,15859,,U,38.8892443,-77.0013068,38.8892443,-77.0013068
G5040,2.10404E+14,110010066001005,11,1,6600,1,1005,1005,Block 1005,BK,S,,,9237,,U,38.8894831,-77.0027804,38.8894831,-77.0027804
G5040,2.10404E+14,110010066001006,11,1,6600,1,1006,1006,Block 1006,BK,S,31,17,7641,,U,38.8881366,-77.0016702,38.8881366,-77.0016702
G5040,2.10404E+14,110010066001007,11,1,6600,1,1007,1007,Block 1007,BK,S,53,37,7597,,U,38.8881421,-77.0009396,38.8881421,-77.0009396
G5040,2.10404E+14,110010066001008,11,1,6600,1,1008,1008,Block 1008,BK,S,109,65,11081,,U,38.8881384,-77.0000455,38.8881384,-77.0000455
G5040,2.10404E+14,110010066001009,11,1,6600,1,1009,1009,Block 1009,BK,S,104,63,11066,,U,38.8881363,-76.9989828,38.8881363,-76.9989828
G5040,2.10404E+14,110010066001010,11,1,6600,1,1010,1010,Block 1010,BK,S,230,163,23711,,U,38.888136,-76.9973124,38.888136,-76.9973124
G5040,2.10404E+14,110010066001011,11,1,6600,1,1011,1011,Block 1011,BK,S,99,56,11623,,U,38.8881741,-76.9956002,38.8881741,-76.9956002
G5040,2.10404E+14,110010066001012,11,1,6600,1,1012,1012,Block 1012,BK,S,8,3,9947,,U,38.8872239,-77.001205,38.8872239,-77.001205
G5040,2.10404E+14,110010066001013,11,1,6600,1,1013,1013,Block 1013,BK,S,,,2059,,U,38.887475,-77.0024362,38.887475,-77.0024362
G5040,2.10404E+14,110010066001014,11,1,6600,1,1014,1014,Block 1014,BK,S,201,116,10615,,U,38.8870783,-77.0000398,38.8870783,-77.0000398
G5040,2.10404E+14,110010066001015,11,1,6600,1,1015,1015,Block 1015,BK,S,122,64,10926,,U,38.887062,-76.9989806,38.887062,-76.9989806
G5040,2.10404E+14,110010066001016,11,1,6600,1,1016,1016,Block 1016,BK,S,121,71,14575,,U,38.8872083,-76.9975809,38.8872083,-76.9975809
G5040,2.10404E+14,110010066001017,11,1,6600,1,1017,1017,Block 1017,BK,S,,1,494,,U,38.8875246,-76.9960178,38.8875246,-76.9960178
G5040,2.10404E+14,110010066001018,11,1,6600,1,1018,1018,Block 1018,BK,S,61,30,17897,,U,38.8867955,-76.9955642,38.8867955,-76.9955642
G5040,2.10404E+14,110010066001019,11,1,6600,1,1019,1019,Block 1019,BK,S,6,2,1018,,U,38.8876926,-76.9951995,38.8876926,-76.9951995
G5040,2.10404E+14,110010066001020,11,1,6600,1,1020,1020,Block 1020,BK,S,83,51,19371,,U,38.8865219,-76.997129,38.8865219,-76.997129
G5040,2.10404E+14,110010066001021,11,1,6600,1,1021,1021,Block 1021,BK,S,38,36,17138,,U,38.8856046,-76.9970938,38.8856046,-76.9970938
G5040,2.10404E+14,110010066001022,11,1,6600,1,1022,1022,Block 1022,BK,S,,,3307,,U,38.8860923,-76.9987559,38.8860923,-76.9987559
G5040,2.10404E+14,110010066001023,11,1,6600,1,1023,1023,Block 1023,BK,S,,,4586,,U,38.8863938,-76.9994294,38.8863938,-76.9994294
G5040,2.10404E+14,110010066001024,11,1,6600,1,1024,1024,Block 1024,BK,S,,,16409,,U,38.8853312,-76.9955573,38.8853312,-76.9955573
G5040,2.10404E+14,110010067001000,11,1,6700,1,1000,1000,Block 1000,BK,S,190,116,20293,,U,38.8892362,-76.9845776,38.8892362,-76.9845776
G5040,2.10404E+14,110010067001001,11,1,6700,1,1001,1001,Block 1001,BK,S,240,115,29192,,U,38.889258,-76.9868595,38.889258,-76.9868595
G5040,2.10404E+14,110010067001002,11,1,6700,1,1002,1002,Block 1002,BK,S,146,75,17263,,U,38.888181,-76.9845158,38.888181,-76.9845158
G5040,2.10404E+14,110010067001003,11,1,6700,1,1003,1003,Block 1003,BK,S,11,4,6514,,U,38.8884471,-76.9861791,38.8884471,-76.9861791
G5040,2.10404E+14,110010067001004,11,1,6700,1,1004,1004,Block 1004,BK,S,264,115,24039,,U,38.8880833,-76.9871769,38.8880833,-76.9871769
G5040,2.10404E+14,110010067001005,11,1,6700,1,1005,1005,Block 1005,BK,S,16,9,1806,,U,38.8877398,-76.9852093,38.8877398,-76.9852093
G5040,2.10404E+14,110010067001006,11,1,6700,1,1006,1006,Block 1006,BK,S,18,15,10300,,U,38.8872122,-76.98481,38.8872122,-76.98481
G5040,2.10404E+14,110010067001007,11,1,6700,1,1007,1007,Block 1007,BK,S,,,2157,,U,38.8874416,-76.9839521,38.8874416,-76.9839521
G5040,2.10404E+14,110010067001008,11,1,6700,1,1008,1008,Block 1008,BK,S,147,69,16844,,U,38.8870066,-76.9871783,38.8870066,-76.9871783
G5040,2.10404E+14,110010067001009,11,1,6700,1,1009,1009,Block 1009,BK,S,63,37,7521,,U,38.8865503,-76.9879643,38.8865503,-76.9879643
G5040,2.10404E+14,110010067001010,11,1,6700,1,1010,1010,Block 1010,BK,S,99,40,9824,,U,38.8871254,-76.9861211,38.8871254,-76.9861211
G5040,2.10404E+14,110010067002000,11,1,6700,2,2000,2000,Block 2000,BK,S,5,2,770,,U,38.8891585,-76.9885281,38.8891585,-76.9885281
G5040,2.10404E+14,110010067002001,11,1,6700,2,2001,2001,Block 2001,BK,S,107,50,11144,,U,38.8886486,-76.9888266,38.8886486,-76.9888266
G5040,2.10404E+14,110010067002002,11,1,6700,2,2002,2002,Block 2002,BK,S,172,85,18565,,U,38.8882428,-76.9895778,38.8882428,-76.9895778
G5040,2.10404E+14,110010067002003,11,1,6700,2,2003,2003,Block 2003,BK,S,62,38,7368,,U,38.8889341,-76.9908851,38.8889341,-76.9908851
G5040,2.10404E+14,110010067002004,11,1,6700,2,2004,2004,Block 2004,BK,S,158,110,12958,,U,38.8881153,-76.990884,38.8881153,-76.990884
G5040,2.10404E+14,110010067002005,11,1,6700,2,2005,2005,Block 2005,BK,S,110,61,10534,,U,38.8871665,-76.9908871,38.8871665,-76.9908871
G5040,2.10404E+14,110010067002006,11,1,6700,2,2006,2006,Block 2006,BK,S,141,72,14636,,U,38.8871983,-76.9892794,38.8871983,-76.9892794
G5040,2.10404E+14,110010067002007,11,1,6700,2,2007,2007,Block 2007,BK,S,139,83,14350,,U,38.8864195,-76.9892774,38.8864195,-76.9892774
G5040,2.10404E+14,110010067002008,11,1,6700,2,2008,2008,Block 2008,BK,S,87,40,8744,,U,38.8863872,-76.9908854,38.8863872,-76.9908854
G5040,2.10404E+14,110010067002009,11,1,6700,2,2009,2009,Block 2009,BK,S,77,52,9482,,U,38.8856441,-76.9909335,38.8856441,-76.9909335
G5040,2.10404E+14,110010067002010,11,1,6700,2,2010,2010,Block 2010,BK,S,53,34,6277,,U,38.8858318,-76.9895261,38.8858318,-76.9895261
G5040,2.10404E+14,110010067003000,11,1,6700,3,3000,3000,Block 3000,BK,S,60,32,8047,,U,38.8894153,-76.9921419,38.8894153,-76.9921419
G5040,2.10404E+14,110010067003001,11,1,6700,3,3001,3001,Block 3001,BK,S,110,55,11902,,U,38.8892486,-76.9932114,38.8892486,-76.9932114
G5040,2.10404E+14,110010067003002,11,1,6700,3,3002,3002,Block 3002,BK,S,115,68,13090,,U,38.8892404,-76.9943611,38.8892404,-76.9943611
G5040,2.10404E+14,110010067003003,11,1,6700,3,3003,3003,Block 3003,BK,S,48,31,6308,,U,38.8883858,-76.9944503,38.8883858,-76.9944503
G5040,2.10404E+14,110010067003004,11,1,6700,3,3004,3004,Block 3004,BK,S,11,6,1013,,U,38.8885699,-76.9935311,38.8885699,-76.9935311
G5040,2.10404E+14,110010067003005,11,1,6700,3,3005,3005,Block 3005,BK,S,88,45,10827,,U,38.8881059,-76.9931607,38.8881059,-76.9931607
G5040,2.10404E+14,110010067003006,11,1,6700,3,3006,3006,Block 3006,BK,S,123,70,15611,,U,38.8883246,-76.9920603,38.8883246,-76.9920603
G5040,2.10404E+14,110010067003007,11,1,6700,3,3007,3007,Block 3007,BK,S,171,83,16791,,U,38.8868137,-76.9920869,38.8868137,-76.9920869
G5040,2.10404E+14,110010067003008,11,1,6700,3,3008,3008,Block 3008,BK,S,134,76,16773,,U,38.8868145,-76.9932039,38.8868145,-76.9932039
G5040,2.10404E+14,110010067003009,11,1,6700,3,3009,3009,Block 3009,BK,S,195,86,18125,,U,38.8868127,-76.994364,38.8868127,-76.994364
G5040,2.10404E+14,110010067003010,11,1,6700,3,3010,3010,Block 3010,BK,S,39,22,6196,,U,38.8878816,-76.9942698,38.8878816,-76.9942698
G5040,2.10404E+14,110010067003011,11,1,6700,3,3011,3011,Block 3011,BK,S,150,89,14833,,U,38.8853419,-76.9932219,38.8853419,-76.9932219
G5040,2.10404E+14,110010067003012,11,1,6700,3,3012,3012,Block 3012,BK,S,93,53,11676,,U,38.885488,-76.9921129,38.885488,-76.9921129
G5040,2.10404E+14,110010067003013,11,1,6700,3,3013,3013,Block 3013,BK,S,133,70,16585,,U,38.8853145,-76.9943615,38.8853145,-76.9943615
G5040,2.10404E+14,110010068011000,11,1,6801,1,1000,1000,Block 1000,BK,S,252,120,18857,,U,38.8892345,-76.9781269,38.8892345,-76.9781269
G5040,2.10404E+14,110010068011001,11,1,6801,1,1001,1001,Block 1001,BK,S,120,90,19244,,U,38.8892361,-76.9798786,38.8892361,-76.9798786
G5040,2.10404E+14,110010068011002,11,1,6801,1,1002,1002,Block 1002,BK,S,153,56,18442,,U,38.8881306,-76.97988,38.8881306,-76.97988
G5040,2.10404E+14,110010068011003,11,1,6801,1,1003,1003,Block 1003,BK,S,167,87,18099,,U,38.8881292,-76.9781263,38.8881292,-76.9781263
G5040,2.10404E+14,110010068011004,11,1,6801,1,1004,1004,Block 1004,BK,S,120,47,12355,,U,38.88722,-76.9781261,38.88722,-76.9781261
G5040,2.10404E+14,110010068011005,11,1,6801,1,1005,1005,Block 1005,BK,S,136,51,16100,,U,38.8871166,-76.97988,38.8871166,-76.97988
G5040,2.10404E+14,110010068011006,11,1,6801,1,1006,1006,Block 1006,BK,S,132,52,17791,,U,38.8861038,-76.9797872,38.8861038,-76.9797872
G5040,2.10404E+14,110010068011007,11,1,6801,1,1007,1007,Block 1007,BK,S,102,49,11810,,U,38.8864967,-76.9781323,38.8864967,-76.9781323
G5040,2.10404E+14,110010068011008,11,1,6801,1,1008,1008,Block 1008,BK,S,129,72,13271,,U,38.8857444,-76.978132,38.8857444,-76.978132
G5040,2.10404E+14,110010068011009,11,1,6801,1,1009,1009,Block 1009,BK,S,38,13,7837,,U,38.8850698,-76.9779123,38.8850698,-76.9779123
G5040,2.10404E+14,110010068011010,11,1,6801,1,1010,1010,Block 1010,BK,S,,,151,,U,38.8853087,-76.9790983,38.8853087,-76.9790983
G5040,2.10404E+14,110010068012000,11,1,6801,2,2000,2000,Block 2000,BK,S,78,51,15767,,U,38.8892368,-76.9814915,38.8892368,-76.9814915
G5040,2.10404E+14,110010068012001,11,1,6801,2,2001,2001,Block 2001,BK,S,56,25,15525,,U,38.8892368,-76.9829325,38.8892368,-76.9829325
G5040,2.10404E+14,110010068012002,11,1,6801,2,2002,2002,Block 2002,BK,S,123,75,14879,,U,38.8881333,-76.9829317,38.8881333,-76.9829317
G5040,2.10404E+14,110010068012003,11,1,6801,2,2003,2003,Block 2003,BK,S,137,94,15179,,U,38.8881315,-76.9814901,38.8881315,-76.9814901
G5040,2.10404E+14,110010068012004,11,1,6801,2,2004,2004,Block 2004,BK,S,125,60,18825,,U,38.8869063,-76.981438,38.8869063,-76.981438
G5040,2.10404E+14,110010068012005,11,1,6801,2,2005,2005,Block 2005,BK,S,81,35,10618,,U,38.8871921,-76.9828491,38.8871921,-76.9828491
G5040,2.10404E+14,110010068021000,11,1,6802,1,1000,1000,Block 1000,BK,S,92,46,13061,,U,38.8845166,-76.9782601,38.8845166,-76.9782601
G5040,2.10404E+14,110010068021001,11,1,6802,1,1001,1001,Block 1001,BK,S,141,55,21085,,U,38.8847195,-76.979889,38.8847195,-76.979889
G5040,2.10404E+14,110010068021002,11,1,6802,1,1002,1002,Block 1002,BK,S,,,4266,,U,38.8855488,-76.9802711,38.8855488,-76.9802711
G5040,2.10404E+14,110010068021003,11,1,6802,1,1003,1003,Block 1003,BK,S,110,80,12459,,U,38.8858142,-76.9815701,38.8858142,-76.9815701
G5040,2.10404E+14,110010068021004,11,1,6802,1,1004,1004,Block 1004,BK,S,109,54,20375,,U,38.8860969,-76.9829788,38.8860969,-76.9829788
G5040,2.10404E+14,110010068021005,11,1,6802,1,1005,1005,Block 1005,BK,S,131,69,17289,,U,38.8847274,-76.9829368,38.8847274,-76.9829368
G5040,2.10404E+14,110010068021006,11,1,6802,1,1006,1006,Block 1006,BK,S,138,74,17505,,U,38.884726,-76.9814915,38.884726,-76.9814915
G5040,2.10404E+14,110010068022000,11,1,6802,2,2000,2000,Block 2000,BK,S,96,37,12913,,U,38.8836866,-76.9782617,38.8836866,-76.9782617
G5040,2.10404E+14,110010068022001,11,1,6802,2,2001,2001,Block 2001,BK,S,156,58,21311,,U,38.8834744,-76.9798898,38.8834744,-76.9798898
G5040,2.10404E+14,110010068022002,11,1,6802,2,2002,2002,Block 2002,BK,S,168,109,17725,,U,38.8834696,-76.9814952,38.8834696,-76.9814952
G5040,2.10404E+14,110010068022003,11,1,6802,2,2003,2003,Block 2003,BK,S,169,87,17468,,U,38.8834686,-76.9829382,38.8834686,-76.9829382
G5040,2.10404E+14,110010068022004,11,1,6802,2,2004,2004,Block 2004,BK,S,141,66,18399,,U,38.8821624,-76.9829335,38.8821624,-76.9829335
G5040,2.10404E+14,110010068022005,11,1,6802,2,2005,2005,Block 2005,BK,S,95,45,12263,,U,38.8823824,-76.9815733,38.8823824,-76.9815733
G5040,2.10404E+14,110010068022006,11,1,6802,2,2006,2006,Block 2006,BK,S,,1,3985,,U,38.8826441,-76.9802887,38.8826441,-76.9802887
G5040,2.10404E+14,110010068022007,11,1,6802,2,2007,2007,Block 2007,BK,S,78,37,9876,,U,38.8816343,-76.9813826,38.8816343,-76.9813826
G5040,2.10404E+14,110010068022008,11,1,6802,2,2008,2008,Block 2008,BK,S,2,1,1881,,U,38.8813987,-76.9825374,38.8813987,-76.9825374
G5040,2.10404E+14,110010068022009,11,1,6802,2,2009,2009,Block 2009,BK,S,29,14,4941,,U,38.8809049,-76.982539,38.8809049,-76.982539
G5040,2.10404E+14,110010068022010,11,1,6802,2,2010,2010,Block 2010,BK,S,85,38,11646,,U,38.8802322,-76.9826427,38.8802322,-76.9826427
G5040,2.10404E+14,110010068022011,11,1,6802,2,2011,2011,Block 2011,BK,S,,,424,,U,38.8812038,-76.9834939,38.8812038,-76.9834939
G5040,2.10404E+14,110010068022012,11,1,6802,2,2012,2012,Block 2012,BK,S,3,2,1425,,U,38.8814654,-76.9834881,38.8814654,-76.9834881
G5040,2.10404E+14,110010068022013,11,1,6802,2,2013,2013,Block 2013,BK,S,130,55,14076,,U,38.879801,-76.9828471,38.879801,-76.9828471
G5040,2.10404E+14,110010068022014,11,1,6802,2,2014,2014,Block 2014,BK,S,96,31,11922,,U,38.8798137,-76.981354,38.8798137,-76.981354
G5040,2.10404E+14,110010068022015,11,1,6802,2,2015,2015,Block 2015,BK,S,115,45,13813,,U,38.8807741,-76.9814902,38.8807741,-76.9814902
G5040,2.10404E+14,110010068041000,11,1,6804,1,1000,1000,Block 1000,BK,S,,,,59576,U,38.8933435,-76.9629305,38.8933435,-76.9629305
G5040,2.10404E+14,110010068041001,11,1,6804,1,1001,1001,Block 1001,BK,S,,,299787,,U,38.8937908,-76.9673213,38.8917425,-76.9699238
G5040,2.10404E+14,110010068041002,11,1,6804,1,1002,1002,Block 1002,BK,S,,,143810,,U,38.8952093,-76.9711989,38.8952093,-76.9711989
G5040,2.10404E+14,110010068041003,11,1,6804,1,1003,1003,Block 1003,BK,S,,,24658,,U,38.892394,-76.9734818,38.892394,-76.9734818
G5040,2.10404E+14,110010068041004,11,1,6804,1,1004,1004,Block 1004,BK,S,,,59278,,U,38.8907593,-76.9721824,38.8907593,-76.9721824
G5040,2.10404E+14,110010068041005,11,1,6804,1,1005,1005,Block 1005,BK,S,,,6071,,U,38.8900261,-76.9693467,38.8900261,-76.9693467
G5040,2.10404E+14,110010068041006,11,1,6804,1,1006,1006,Block 1006,BK,S,,,58779,,U,38.8889847,-76.9721379,38.8889847,-76.9721379
G5040,2.10404E+14,110010068041007,11,1,6804,1,1007,1007,Block 1007,BK,S,,,1055,,U,38.8895959,-76.9739517,38.8895959,-76.9739517
