MTFCC,OID,GEOID,STATE,COUNTY,TRACT,BLKGRP,BLOCK,BASENAME,NAME,LSADC,FUNCSTAT,POP100,HU100,AREALAND,AREAWATER,UR,CENTLAT,CENTLON,INTPTLAT,INTPTLON
G5040,2.10404E+14,110010010012011,11,1,1001,2,2011,2011,Block 2011,BK,S,82,31,18489,,U,38.9503521,-77.0812756,38.9503521,-77.0812756
G5040,2.10404E+14,110010010012012,11,1,1001,2,2012,2012,Block 2012,BK,S,17,9,7528,,U,38.9506865,-77.0825345,38.9506865,-77.0825345
G5040,2.10404E+14,110010010012013,11,1,1001,2,2013,2013,Block 2013,BK,S,124,53,15109,,U,38.9502017,-77.0830974,38.9502017,-77.0830974
G5040,2.10404E+14,110010010012014,11,1,1001,2,2014,2014,Block 2014,BK,S,84,32,15764,,U,38.9503638,-77.0843893,38.9503638,-77.0843893
G5040,2.10404E+14,110010010012015,11,1,1001,2,2015,2015,Block 2015,BK,S,87,34,19476,,U,38.9515095,-77.0852135,38.9515095,-77.0852135
G5040,2.10404E+14,110010010012016,11,1,1001,2,2016,2016,Block 2016,BK,S,13,5,4614,,U,38.9523829,-77.0858193,38.9523829,-77.0858193
G5040,2.10404E+14,110010010012017,11,1,1001,2,2017,2017,Block 2017,BK,S,66,28,15758,,U,38.9503653,-77.0856018,38.9503653,-77.0856018
G5040,2.10404E+14,110010010012018,11,1,1001,2,2018,2018,Block 2018,BK,S,70,29,15727,,U,38.9507042,-77.0874224,38.9507042,-77.0874224
G5040,2.10404E+14,110010010012019,11,1,1001,2,2019,2019,Block 2019,BK,S,91,30,24945,,U,38.9515746,-77.0874189,38.9515746,-77.0874189
G5040,2.10404E+14,110010010012020,11,1,1001,2,2020,2020,Block 2020,BK,S,,,5818,,U,38.9493597,-77.0807354,38.9493597,-77.0807354
G5040,2.10404E+14,110010010012021,11,1,1001,2,2021,2021,Block 2021,BK,S,,,13535,,U,38.948848,-77.081617,38.948848,-77.081617
G5040,2.10404E+14,110010010012022,11,1,1001,2,2022,2022,Block 2022,BK,S,,,614,,U,38.9497879,-77.0818965,38.9497879,-77.0818965
G5040,2.10404E+14,110010010012023,11,1,1001,2,2023,2023,Block 2023,BK,S,281,204,13546,,U,38.9483765,-77.080659,38.9483765,-77.080659
G5040,2.10404E+14,110010010012024,11,1,1001,2,2024,2024,Block 2024,BK,S,72,26,13743,,U,38.9490998,-77.0855874,38.9490998,-77.0855874
G5040,2.10404E+14,110010010012025,11,1,1001,2,2025,2025,Block 2025,BK,S,71,30,21781,,U,38.9492251,-77.0873853,38.9492251,-77.0873853
G5040,2.10404E+14,110010010012026,11,1,1001,2,2026,2026,Block 2026,BK,S,65,24,15729,,U,38.9500306,-77.087419,38.9500306,-77.087419
G5040,2.10404E+14,110010010012027,11,1,1001,2,2027,2027,Block 2027,BK,S,23,8,7055,,U,38.9482096,-77.0856306,38.9482096,-77.0856306
G5040,2.10404E+14,110010010012028,11,1,1001,2,2028,2028,Block 2028,BK,S,80,29,19982,,U,38.9483343,-77.0874603,38.9483343,-77.0874603
G5040,2.10404E+14,110010010012029,11,1,1001,2,2029,2029,Block 2029,BK,S,65,22,16390,,U,38.9489839,-77.084367,38.9489839,-77.084367
G5040,2.10404E+14,110010010012030,11,1,1001,2,2030,2030,Block 2030,BK,S,183,188,14824,,U,38.9492472,-77.0829123,38.9492472,-77.0829123
G5040,2.10404E+14,110010010012031,11,1,1001,2,2031,2031,Block 2031,BK,S,37,6,15106,,U,38.9483538,-77.0829119,38.9483538,-77.0829119
G5040,2.10404E+14,110010010012032,11,1,1001,2,2032,2032,Block 2032,BK,S,15,5,4466,,U,38.9481057,-77.0844711,38.9481057,-77.0844711
G5040,2.10404E+14,110010010013000,11,1,1001,3,3000,3000,Block 3000,BK,S,43,18,12770,,U,38.9507043,-77.08962,38.9507043,-77.08962
G5040,2.10404E+14,110010010013001,11,1,1001,3,3001,3001,Block 3001,BK,S,71,28,26015,,U,38.950366,-77.09161,38.950366,-77.09161
G5040,2.10404E+14,110010010013002,11,1,1001,3,3002,3002,Block 3002,BK,S,59,26,22317,,U,38.9503651,-77.0934768,38.9503651,-77.0934768
G5040,2.10404E+14,110010010013003,11,1,1001,3,3003,3003,Block 3003,BK,S,64,20,15651,,U,38.9503651,-77.0949463,38.9503651,-77.0949463
G5040,2.10404E+14,110010010013004,11,1,1001,3,3004,3004,Block 3004,BK,S,53,19,15624,,U,38.950365,-77.0961551,38.950365,-77.0961551
G5040,2.10404E+14,110010010013005,11,1,1001,3,3005,3005,Block 3005,BK,S,81,31,30659,,U,38.9502765,-77.0979785,38.9502765,-77.0979785
G5040,2.10404E+14,110010010013006,11,1,1001,3,3006,3006,Block 3006,BK,S,89,39,30464,,U,38.9492274,-77.0985716,38.9492274,-77.0985716
G5040,2.10404E+14,110010010013007,11,1,1001,3,3007,3007,Block 3007,BK,S,65,26,20774,,U,38.949247,-77.095549,38.949247,-77.095549
G5040,2.10404E+14,110010010013008,11,1,1001,3,3008,3008,Block 3008,BK,S,66,20,14835,,U,38.9492471,-77.093476,38.9492471,-77.093476
G5040,2.10404E+14,110010010013009,11,1,1001,3,3009,3009,Block 3009,BK,S,58,22,17239,,U,38.9492452,-77.0916125,38.9492452,-77.0916125
G5040,2.10404E+14,110010010013010,11,1,1001,3,3010,3010,Block 3010,BK,S,55,20,16968,,U,38.9492448,-77.0896212,38.9492448,-77.0896212
G5040,2.10404E+14,110010010013011,11,1,1001,3,3011,3011,Block 3011,BK,S,51,18,12865,,U,38.9500291,-77.089621,38.9500291,-77.089621
G5040,2.10404E+14,110010010013012,11,1,1001,3,3012,3012,Block 3012,BK,S,55,23,20888,,U,38.9483551,-77.0955535,38.9483551,-77.0955535
G5040,2.10404E+14,110010010013013,11,1,1001,3,3013,3013,Block 3013,BK,S,82,32,29266,,U,38.9483791,-77.0984857,38.9483791,-77.0984857
G5040,2.10404E+14,110010010013014,11,1,1001,3,3014,3014,Block 3014,BK,S,46,16,14776,,U,38.9483547,-77.0934765,38.9483547,-77.0934765
G5040,2.10404E+14,110010010013015,11,1,1001,3,3015,3015,Block 3015,BK,S,39,17,17155,,U,38.9483534,-77.0916113,38.9483534,-77.0916113
G5040,2.10404E+14,110010010013016,11,1,1001,3,3016,3016,Block 3016,BK,S,53,21,16962,,U,38.9483531,-77.0896227,38.9483531,-77.0896227
G5040,2.10404E+14,110010010014000,11,1,1001,4,4000,4000,Block 4000,BK,S,24,5,43942,,U,38.94706,-77.0806314,38.94706,-77.0806314
G5040,2.10404E+14,110010010014001,11,1,1001,4,4001,4001,Block 4001,BK,S,71,25,19460,,U,38.9469168,-77.0827719,38.9469168,-77.0827719
G5040,2.10404E+14,110010010014002,11,1,1001,4,4002,4002,Block 4002,BK,S,24,10,7650,,U,38.9475431,-77.0832682,38.9475431,-77.0832682
G5040,2.10404E+14,110010010014003,11,1,1001,4,4003,4003,Block 4003,BK,S,72,28,18868,,U,38.9466895,-77.0849959,38.9466895,-77.0849959
G5040,2.10404E+14,110010010014004,11,1,1001,4,4004,4004,Block 4004,BK,S,69,28,18953,,U,38.9474987,-77.0849965,38.9474987,-77.0849965
G5040,2.10404E+14,110010010014005,11,1,1001,4,4005,4005,Block 4005,BK,S,71,26,18825,,U,38.9475016,-77.087419,38.9475016,-77.087419
G5040,2.10404E+14,110010010014006,11,1,1001,4,4006,4006,Block 4006,BK,S,76,25,18942,,U,38.9466914,-77.0874224,38.9466914,-77.0874224
G5040,2.10404E+14,110010010014007,11,1,1001,4,4007,4007,Block 4007,BK,S,57,24,17521,,U,38.9459098,-77.0874218,38.9459098,-77.0874218
G5040,2.10404E+14,110010010014008,11,1,1001,4,4008,4008,Block 4008,BK,S,63,25,17513,,U,38.9459111,-77.0849965,38.9459111,-77.0849965
G5040,2.10404E+14,110010010014009,11,1,1001,4,4009,4009,Block 4009,BK,S,46,15,16172,,U,38.9456939,-77.0831408,38.9456939,-77.0831408
G5040,2.10404E+14,110010010014010,11,1,1001,4,4010,4010,Block 4010,BK,S,421,1,44378,,U,38.9455444,-77.0809734,38.9455444,-77.0809734
G5040,2.10404E+14,110010010014011,11,1,1001,4,4011,4011,Block 4011,BK,S,,,1747,,U,38.946163,-77.0789098,38.946163,-77.0789098
G5040,2.10404E+14,110010010014012,11,1,1001,4,4012,4012,Block 4012,BK,S,,,491,,U,38.9459105,-77.078715,38.9459105,-77.078715
G5040,2.10404E+14,110010010014013,11,1,1001,4,4013,4013,Block 4013,BK,S,21,8,27290,,U,38.9441411,-77.0815749,38.9441411,-77.0815749
G5040,2.10404E+14,110010010014014,11,1,1001,4,4014,4014,Block 4014,BK,S,5,2,4358,,U,38.944778,-77.0830493,38.944778,-77.0830493
G5040,2.10404E+14,110010010014015,11,1,1001,4,4015,4015,Block 4015,BK,S,61,14,18222,,U,38.9438016,-77.0831189,38.9438016,-77.0831189
G5040,2.10404E+14,110010010014016,11,1,1001,4,4016,4016,Block 4016,BK,S,64,21,19128,,U,38.9443737,-77.0849981,38.9443737,-77.0849981
G5040,2.10404E+14,110010010014017,11,1,1001,4,4017,4017,Block 4017,BK,S,56,21,17504,,U,38.9451604,-77.084997,38.9451604,-77.084997
G5040,2.10404E+14,110010010014018,11,1,1001,4,4018,4018,Block 4018,BK,S,68,28,17528,,U,38.9451594,-77.0874233,38.9451594,-77.0874233
G5040,2.10404E+14,110010010014019,11,1,1001,4,4019,4019,Block 4019,BK,S,21,5,37896,,U,38.9439734,-77.0874208,38.9439734,-77.0874208
G5040,2.10404E+14,110010010014020,11,1,1001,4,4020,4020,Block 4020,BK,S,,,2129,,U,38.9429295,-77.0818297,38.9429295,-77.0818297
G5040,2.10404E+14,110010010014021,11,1,1001,4,4021,4021,Block 4021,BK,S,248,47,167276,,U,38.9411675,-77.0855311,38.941917,-77.0838865
G5040,2.10404E+14,110010010014022,11,1,1001,4,4022,4022,Block 4022,BK,S,81,29,24033,,U,38.9412663,-77.086326,38.9412663,-77.086326
G5040,2.10404E+14,110010010014023,11,1,1001,4,4023,4023,Block 4023,BK,S,93,32,27306,,U,38.9407418,-77.087013,38.9407418,-77.087013
G5040,2.10404E+14,110010010014024,11,1,1001,4,4024,4024,Block 4024,BK,S,66,23,18578,,U,38.9435639,-77.0849986,38.9435639,-77.0849986
G5040,2.10404E+14,110010010014025,11,1,1001,4,4025,4025,Block 4025,BK,S,33,11,50505,,U,38.9421867,-77.089323,38.9421867,-77.089323
G5040,2.10404E+14,110010010014026,11,1,1001,4,4026,4026,Block 4026,BK,S,41,16,20339,,U,38.9425647,-77.0914065,38.9425647,-77.0914065
G5040,2.10404E+14,110010010014027,11,1,1001,4,4027,4027,Block 4027,BK,S,,,780,,U,38.9430494,-77.092776,38.9430494,-77.092776
G5040,2.10404E+14,110010010014028,11,1,1001,4,4028,4028,Block 4028,BK,S,,,1353,,U,38.9414246,-77.0905296,38.9414246,-77.0905296
G5040,2.10404E+14,110010010015000,11,1,1001,5,5000,5000,Block 5000,BK,S,,,25481,,U,38.9554023,-77.0914972,38.9554023,-77.0914972
G5040,2.10404E+14,110010010015001,11,1,1001,5,5001,5001,Block 5001,BK,S,17,10,12091,,U,38.9551422,-77.0899758,38.9551422,-77.0899758
G5040,2.10404E+14,110010010015002,11,1,1001,5,5002,5002,Block 5002,BK,S,72,24,26351,,U,38.954009,-77.0896205,38.954009,-77.0896205
G5040,2.10404E+14,110010010015003,11,1,1001,5,5003,5003,Block 5003,BK,S,92,31,26727,,U,38.9540092,-77.0916099,38.9540092,-77.0916099
G5040,2.10404E+14,110010010015004,11,1,1001,5,5004,5004,Block 5004,BK,S,59,25,20310,,U,38.953951,-77.0933978,38.953951,-77.0933978
G5040,2.10404E+14,110010010015005,11,1,1001,5,5005,5005,Block 5005,BK,S,3,1,3178,,U,38.9549412,-77.0929026,38.9549412,-77.0929026
G5040,2.10404E+14,110010010015006,11,1,1001,5,5006,5006,Block 5006,BK,S,,,3331,,U,38.953568,-77.0946464,38.953568,-77.0946464
G5040,2.10404E+14,110010010015007,11,1,1001,5,5007,5007,Block 5007,BK,S,48,23,20053,,U,38.9526251,-77.0952509,38.9526251,-77.0952509
G5040,2.10404E+14,110010010015008,11,1,1001,5,5008,5008,Block 5008,BK,S,61,25,20098,,U,38.9527134,-77.0934739,38.9527134,-77.0934739
G5040,2.10404E+14,110010010015009,11,1,1001,5,5009,5009,Block 5009,BK,S,71,30,23266,,U,38.9527135,-77.0916103,38.9527135,-77.0916103
G5040,2.10404E+14,110010010015010,11,1,1001,5,5010,5010,Block 5010,BK,S,78,27,22937,,U,38.952713,-77.08962,38.952713,-77.08962
G5040,2.10404E+14,110010010015011,11,1,1001,5,5011,5011,Block 5011,BK,S,76,24,20329,,U,38.9515753,-77.0896212,38.9515753,-77.0896212
G5040,2.10404E+14,110010010015012,11,1,1001,5,5012,5012,Block 5012,BK,S,60,23,20642,,U,38.951575,-77.0916109,38.951575,-77.0916109
G5040,2.10404E+14,110010010015013,11,1,1001,5,5013,5013,Block 5013,BK,S,54,22,17764,,U,38.9515716,-77.0934741,38.9515716,-77.0934741
G5040,2.10404E+14,110010010015014,11,1,1001,5,5014,5014,Block 5014,BK,S,40,14,12537,,U,38.951573,-77.0949435,38.951573,-77.0949435
G5040,2.10404E+14,110010010015015,11,1,1001,5,5015,5015,Block 5015,BK,S,49,14,12608,,U,38.9515764,-77.0961609,38.9515764,-77.0961609
G5040,2.10404E+14,110010010015016,11,1,1001,5,5016,5016,Block 5016,BK,S,18,7,7431,,U,38.9514182,-77.097234,38.9514182,-77.097234
G5040,2.10404E+14,110010010016000,11,1,1001,6,6000,6000,Block 6000,BK,S,61,23,15390,,U,38.9475026,-77.0896214,38.9475026,-77.0896214
G5040,2.10404E+14,110010010016001,11,1,1001,6,6001,6001,Block 6001,BK,S,47,18,15625,,U,38.9475037,-77.0916131,38.9475037,-77.0916131
G5040,2.10404E+14,110010010016002,11,1,1001,6,6002,6002,Block 6002,BK,S,43,16,13484,,U,38.9475033,-77.093478,38.9475033,-77.093478
G5040,2.10404E+14,110010010016003,11,1,1001,6,6003,6003,Block 6003,BK,S,57,24,18887,,U,38.9475048,-77.095555,38.9475048,-77.095555
G5040,2.10404E+14,110010010016004,11,1,1001,6,6004,6004,Block 6004,BK,S,46,27,26776,,U,38.9472724,-77.0977455,38.9472724,-77.0977455
G5040,2.10404E+14,110010010016005,11,1,1001,6,6005,6005,Block 6005,BK,S,,,1279,,U,38.9461391,-77.096964,38.9461391,-77.096964
G5040,2.10404E+14,110010010016006,11,1,1001,6,6006,6006,Block 6006,BK,S,,,29435,,U,38.9455842,-77.095327,38.9455842,-77.095327
G5040,2.10404E+14,110010010016007,11,1,1001,6,6007,6007,Block 6007,BK,S,48,14,12476,,U,38.9459118,-77.0934792,38.9459118,-77.0934792
G5040,2.10404E+14,110010010016008,11,1,1001,6,6008,6008,Block 6008,BK,S,52,17,13434,,U,38.9466924,-77.0934787,38.9466924,-77.0934787
G5040,2.10404E+14,110010010016009,11,1,1001,6,6009,6009,Block 6009,BK,S,69,25,18965,,U,38.9466944,-77.0955532,38.9466944,-77.0955532
G5040,2.10404E+14,110010010016010,11,1,1001,6,6010,6010,Block 6010,BK,S,59,20,15695,,U,38.9466927,-77.091614,38.9466927,-77.091614
G5040,2.10404E+14,110010010016011,11,1,1001,6,6011,6011,Block 6011,BK,S,57,23,15437,,U,38.9466926,-77.0896221,38.9466926,-77.0896221
G5040,2.10404E+14,110010010016012,11,1,1001,6,6012,6012,Block 6012,BK,S,55,22,14290,,U,38.9459117,-77.0896235,38.9459117,-77.0896235
G5040,2.10404E+14,110010010016013,11,1,1001,6,6013,6013,Block 6013,BK,S,54,22,14477,,U,38.9459108,-77.091614,38.9459108,-77.091614
G5040,2.10404E+14,110010010016014,11,1,1001,6,6014,6014,Block 6014,BK,S,60,24,14449,,U,38.9451606,-77.0916146,38.9451606,-77.0916146
G5040,2.10404E+14,110010010016015,11,1,1001,6,6015,6015,Block 6015,BK,S,63,23,14299,,U,38.9451607,-77.0896238,38.9451607,-77.0896238
G5040,2.10404E+14,110010010016016,11,1,1001,6,6016,6016,Block 6016,BK,S,62,23,15651,,U,38.9443738,-77.0896235,38.9443738,-77.0896235
G5040,2.10404E+14,110010010016017,11,1,1001,6,6017,6017,Block 6017,BK,S,81,21,15857,,U,38.944374,-77.0916133,38.944374,-77.0916133
G5040,2.10404E+14,110010010016018,11,1,1001,6,6018,6018,Block 6018,BK,S,50,23,23038,,U,38.9441263,-77.0934425,38.9441263,-77.0934425
G5040,2.10404E+14,110010010016019,11,1,1001,6,6019,6019,Block 6019,BK,S,34,14,12478,,U,38.9451609,-77.093479,38.9451609,-77.093479
G5040,2.10404E+14,110010010016020,11,1,1001,6,6020,6020,Block 6020,BK,S,55,20,15216,,U,38.9435625,-77.0896238,38.9435625,-77.0896238
G5040,2.10404E+14,110010010016021,11,1,1001,6,6021,6021,Block 6021,BK,S,56,23,15460,,U,38.9435624,-77.0916149,38.9435624,-77.0916149
G5040,2.10404E+14,110010010021000,11,1,1002,1,1000,1000,Block 1000,BK,S,1255,911,312156,,U,38.9388093,-77.0819378,38.9388093,-77.0819378
G5040,2.10404E+14,110010010021001,11,1,1002,1,1001,1001,Block 1001,BK,S,,,1414,,U,38.9404985,-77.0835041,38.9404985,-77.0835041
G5040,2.10404E+14,110010010021002,11,1,1002,1,1002,1002,Block 1002,BK,S,,,11765,,U,38.9353164,-77.0800228,38.9353164,-77.0800228
G5040,2.10404E+14,110010010022000,11,1,1002,2,2000,2000,Block 2000,BK,S,400,320,38428,,U,38.9379804,-77.0751,38.9379804,-77.0751
G5040,2.10404E+14,110010010022001,11,1,1002,2,2001,2001,Block 2001,BK,S,215,126,27752,,U,38.9383712,-77.0768209,38.9383712,-77.0768209
G5040,2.10404E+14,110010010022002,11,1,1002,2,2002,2002,Block 2002,BK,S,306,254,19729,,U,38.9362103,-77.0739681,38.9362103,-77.0739681
G5040,2.10404E+14,110010010022003,11,1,1002,2,2003,2003,Block 2003,BK,S,350,210,44784,,U,38.9365097,-77.07617,38.9365097,-77.07617
G5040,2.10404E+14,110010010022004,11,1,1002,2,2004,2004,Block 2004,BK,S,,,513,,U,38.937248,-77.0760459,38.937248,-77.0760459
G5040,2.10404E+14,110010010022005,11,1,1002,2,2005,2005,Block 2005,BK,S,32,14,51372,,U,38.9346414,-77.0758237,38.9346414,-77.0758237
G5040,2.10404E+14,110010010022006,11,1,1002,2,2006,2006,Block 2006,BK,S,141,85,29518,,U,38.9340934,-77.0736577,38.9340934,-77.0736577
G5040,2.10404E+14,110010010022007,11,1,1002,2,2007,2007,Block 2007,BK,S,,,9985,,U,38.9352124,-77.073202,38.9352124,-77.073202
G5040,2.10404E+14,110010010023000,11,1,1002,3,3000,3000,Block 3000,BK,S,1,1,5040,,U,38.9451755,-77.0784451,38.9451755,-77.0784451
G5040,2.10404E+14,110010010023001,11,1,1002,3,3001,3001,Block 3001,BK,S,24,9,8973,,U,38.945247,-77.0791842,38.945247,-77.0791842
G5040,2.10404E+14,110010010023002,11,1,1002,3,3002,3002,Block 3002,BK,S,50,19,11740,,U,38.9443668,-77.0795172,38.9443668,-77.0795172
G5040,2.10404E+14,110010010023003,11,1,1002,3,3003,3003,Block 3003,BK,S,31,15,32162,,U,38.9437599,-77.0786412,38.9437599,-77.0786412
G5040,2.10404E+14,110010010023004,11,1,1002,3,3004,3004,Block 3004,BK,S,,,6746,,U,38.9435853,-77.0806901,38.9435853,-77.0806901
G5040,2.10404E+14,110010010023005,11,1,1002,3,3005,3005,Block 3005,BK,S,,,12870,,U,38.9426388,-77.0774628,38.9426388,-77.0774628
G5040,2.10404E+14,110010010023006,11,1,1002,3,3006,3006,Block 3006,BK,S,637,378,249230,,U,38.9383001,-77.0781397,38.9383001,-77.0781397
G5040,2.10404E+14,110010010023007,11,1,1002,3,3007,3007,Block 3007,BK,S,,,15544,,U,38.9396536,-77.0796616,38.9396536,-77.0796616
G5040,2.10404E+14,110010011001000,11,1,1100,1,1000,1000,Block 1000,BK,S,12,7,12960,,U,38.9665832,-77.0771648,38.9665832,-77.0771648
G5040,2.10404E+14,110010011001001,11,1,1100,1,1001,1001,Block 1001,BK,S,16,9,14854,,U,38.9656493,-77.079028,38.9656493,-77.079028
G5040,2.10404E+14,110010011001002,11,1,1100,1,1002,1002,Block 1002,BK,S,16,5,5250,,U,38.9660624,-77.0776948,38.9660624,-77.0776948
G5040,2.10404E+14,110010011001003,11,1,1100,1,1003,1003,Block 1003,BK,S,77,24,14516,,U,38.9653219,-77.0779897,38.9653219,-77.0779897
G5040,2.10404E+14,110010011001004,11,1,1100,1,1004,1004,Block 1004,BK,S,,,12946,,U,38.9653964,-77.076485,38.9653964,-77.076485
G5040,2.10404E+14,110010011001005,11,1,1100,1,1005,1005,Block 1005,BK,S,34,9,15959,,U,38.9644292,-77.0762203,38.9644292,-77.0762203
G5040,2.10404E+14,110010011001006,11,1,1100,1,1006,1006,Block 1006,BK,S,98,36,20924,,U,38.9644302,-77.0783564,38.9644302,-77.0783564
G5040,2.10404E+14,110010011001007,11,1,1100,1,1007,1007,Block 1007,BK,S,10,5,6345,,U,38.9645257,-77.0798908,38.9645257,-77.0798908
G5040,2.10404E+14,110010011001008,11,1,1100,1,1008,1008,Block 1008,BK,S,118,41,27527,,U,38.9635456,-77.0787161,38.9635456,-77.0787161
G5040,2.10404E+14,110010011001009,11,1,1100,1,1009,1009,Block 1009,BK,S,45,17,20618,,U,38.9635278,-77.0759608,38.9635278,-77.0759608
G5040,2.10404E+14,110010011001010,11,1,1100,1,1010,1010,Block 1010,BK,S,294,227,28597,,U,38.9625653,-77.0756797,38.9625653,-77.0756797
G5040,2.10404E+14,110010011001011,11,1,1100,1,1011,1011,Block 1011,BK,S,109,41,30627,,U,38.962583,-77.0787155,38.962583,-77.0787155
G5040,2.10404E+14,110010011001012,11,1,1100,1,1012,1012,Block 1012,BK,S,102,41,31390,,U,38.9615535,-77.0786892,38.9615535,-77.0786892
G5040,2.10404E+14,110010011001013,11,1,1100,1,1013,1013,Block 1013,BK,S,419,290,35818,,U,38.9615307,-77.0753755,38.9615307,-77.0753755
G5040,2.10404E+14,110010011001014,11,1,1100,1,1014,1014,Block 1014,BK,S,58,23,17535,,U,38.9615482,-77.0811591,38.9615482,-77.0811591
G5040,2.10404E+14,110010011001015,11,1,1100,1,1015,1015,Block 1015,BK,S,10,2,632,,U,38.9612406,-77.0802358,38.9612406,-77.0802358
G5040,2.10404E+14,110010011001016,11,1,1100,1,1016,1016,Block 1016,BK,S,43,21,10023,,U,38.9606509,-77.0738451,38.9606509,-77.0738451
G5040,2.10404E+14,110010011001017,11,1,1100,1,1017,1017,Block 1017,BK,S,65,19,17246,,U,38.9606669,-77.0758687,38.9606669,-77.0758687
G5040,2.10404E+14,110010011001018,11,1,1100,1,1018,1018,Block 1018,BK,S,80,26,32784,,U,38.9603933,-77.0784338,38.9603933,-77.0784338
G5040,2.10404E+14,110010011001019,11,1,1100,1,1019,1019,Block 1019,BK,S,89,41,11400,,U,38.9599899,-77.0736537,38.9599899,-77.0736537
G5040,2.10404E+14,110010011001020,11,1,1100,1,1020,1020,Block 1020,BK,S,38,15,15505,,U,38.9599997,-77.0758693,38.9599997,-77.0758693
G5040,2.10404E+14,110010011001021,11,1,1100,1,1021,1021,Block 1021,BK,S,40,17,16155,,U,38.9593546,-77.0758685,38.9593546,-77.0758685
G5040,2.10404E+14,110010011001022,11,1,1100,1,1022,1022,Block 1022,BK,S,32,13,14289,,U,38.959345,-77.0734665,38.959345,-77.0734665
G5040,2.10404E+14,110010011001023,11,1,1100,1,1023,1023,Block 1023,BK,S,22,10,9841,,U,38.9593895,-77.0779453,38.9593895,-77.0779453
G5040,2.10404E+14,110010011002000,11,1,1100,2,2000,2000,Block 2000,BK,S,,,23075,,U,38.963742,-77.0811049,38.963742,-77.0811049
G5040,2.10404E+14,110010011002001,11,1,1100,2,2001,2001,Block 2001,BK,S,32,13,12789,,U,38.9626593,-77.0813199,38.9626593,-77.0813199
G5040,2.10404E+14,110010011002002,11,1,1100,2,2002,2002,Block 2002,BK,S,275,140,41682,,U,38.9618476,-77.0831911,38.9618476,-77.0831911
G5040,2.10404E+14,110010011002003,11,1,1100,2,2003,2003,Block 2003,BK,S,92,37,16673,,U,38.9600248,-77.082458,38.9600248,-77.082458
G5040,2.10404E+14,110010011002004,11,1,1100,2,2004,2004,Block 2004,BK,S,98,39,19701,,U,38.9598678,-77.0814702,38.9598678,-77.0814702
G5040,2.10404E+14,110010011002005,11,1,1100,2,2005,2005,Block 2005,BK,S,98,42,13256,,U,38.9602515,-77.0807057,38.9602515,-77.0807057
G5040,2.10404E+14,110010011002006,11,1,1100,2,2006,2006,Block 2006,BK,S,51,20,18022,,U,38.9596961,-77.0796764,38.9596961,-77.0796764
G5040,2.10404E+14,110010011002007,11,1,1100,2,2007,2007,Block 2007,BK,S,57,19,17717,,U,38.9586701,-77.0788938,38.9586701,-77.0788938
G5040,2.10404E+14,110010011002008,11,1,1100,2,2008,2008,Block 2008,BK,S,,,2470,,U,38.9588565,-77.0774808,38.9588565,-77.0774808
G5040,2.10404E+14,110010011002009,11,1,1100,2,2009,2009,Block 2009,BK,S,78,30,16673,,U,38.9585285,-77.0828869,38.9585285,-77.0828869
G5040,2.10404E+14,110010011002010,11,1,1100,2,2010,2010,Block 2010,BK,S,82,36,16400,,U,38.9600282,-77.0833222,38.9600282,-77.0833222
G5040,2.10404E+14,110010011002011,11,1,1100,2,2011,2011,Block 2011,BK,S,73,33,23648,,U,38.9599626,-77.0843997,38.9599626,-77.0843997
G5040,2.10404E+14,110010011002012,11,1,1100,2,2012,2012,Block 2012,BK,S,,,6498,,U,38.9607008,-77.0851516,38.9607008,-77.0851516
G5040,2.10404E+14,110010011002013,11,1,1100,2,2013,2013,Block 2013,BK,S,59,24,16538,,U,38.9585273,-77.0811612,38.9585273,-77.0811612
G5040,2.10404E+14,110010011002014,11,1,1100,2,2014,2014,Block 2014,BK,S,,,8080,,U,38.9585869,-77.0841836,38.9585869,-77.0841836
G5040,2.10404E+14,110010011002015,11,1,1100,2,2015,2015,Block 2015,BK,S,42,16,19850,,U,38.957547,-77.0830538,38.957547,-77.0830538
G5040,2.10404E+14,110010011002016,11,1,1100,2,2016,2016,Block 2016,BK,S,66,23,16663,,U,38.9575253,-77.0811618,38.9575253,-77.0811618
G5040,2.10404E+14,110010011002017,11,1,1100,2,2017,2017,Block 2017,BK,S,70,24,20392,,U,38.9580249,-77.0787211,38.9580249,-77.0787211
G5040,2.10404E+14,110010011002018,11,1,1100,2,2018,2018,Block 2018,BK,S,70,23,20276,,U,38.9573562,-77.0787206,38.9573562,-77.0787206
G5040,2.10404E+14,110010011002019,11,1,1100,2,2019,2019,Block 2019,BK,S,19,8,4164,,U,38.9623479,-77.0806372,38.9623479,-77.0806372
G5040,2.10404E+14,110010011002020,11,1,1100,2,2020,2020,Block 2020,BK,S,,,15603,,U,38.9565212,-77.0827924,38.9565212,-77.0827924
G5040,2.10404E+14,110010011002021,11,1,1100,2,2021,2021,Block 2021,BK,S,57,22,17705,,U,38.9564888,-77.0811627,38.9564888,-77.0811627
G5040,2.10404E+14,110010011002022,11,1,1100,2,2022,2022,Block 2022,BK,S,24,10,6254,,U,38.9564248,-77.0799833,38.9564248,-77.0799833
G5040,2.10404E+14,110010011002023,11,1,1100,2,2023,2023,Block 2023,BK,S,30,10,9219,,U,38.9568313,-77.078557,38.9568313,-77.078557
G5040,2.10404E+14,110010011002024,11,1,1100,2,2024,2024,Block 2024,BK,S,31,13,17024,,U,38.9563256,-77.0783468,38.9563256,-77.0783468
